id,text
655d8f2b53460eedfb5cd17e,بعد نجی ٹی وی سے گفتگو کرتے ہوئے وزیر خارجہ شاہ محمود قریشی نے بتایا کہ ملاقات میں ان کے لیے پہلی دفعہ کام کیا اس تحریر کے جواب میں میرا ہے کہ چیئرمین نے بارہا انہیں ٹھنڈا کرنے کی کوشش کی اور کہ استحکام کے لیے ہر وقت جاری ہو جاتی ہیں اللہ تعالی اور حافظ ابن تیمہ اور غلط بیانی سے اور اس پر لعن طعن اور یہاں اللہ کے عمار ملی مزید بہتر بنانے کی ہدایت کی گئی ایران میں ہونے والے صدارتی انتخابات کے ہیں لیکن اسرائیلی جاہریت
655d94520340092b7c0dfafc,تو یہ اپ کی نا اڈیو پر ریکارڈ کرنا شروع کر دے گا اور ساتھ ساتھ ٹرانسفر بھی جنریٹ کر رہا ہوگا کہ اپ کیا بولی وہ لفظ ادھر اتے جائیں گے ٹھیک ہے پھر جب اپ کو لگے کہ مطلب اپ نے ایک پیراگراف پر لیا جو بھی اپ کو صحیح لگتا ہے جتنا اپ اپنے پڑھ لیں اپ
655d94a00340092b7c0dfb00,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خان تعلیم پانے والے خود اس پر متوجہ ہوں یا عطفال کے مربیوں نے توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ نا تراش سے لکھا پڑھا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے
655d97d91a9c4495886ebe25,ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ ادنی درجہ تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوسط درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے ذوق کے اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شاف کی تکمیل پر مائل ہوتے ہیں کوئی شاید کوئی فلسفے میں ترقی کرتا ہے اور کوئی ریاضیات میں اور کوئی دینیات میں مگر ہر ایک کے ساتھ حصول معاش کا خیال رہتا ہے اور جو کچھ حاصل اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول معاش ضرور سمجھتا ہے اپ نے اس پر یہ لفظ چھوڑ دیا
655d97da3a1606b8388e1422,ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ ادنی درجہ تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوسط درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے ذوق کے اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شاف کی تکمیل پر مائل ہوتے ہیں کوئی شاید کوئی فلسفے میں ترقی کرتا ہے اور کوئی ریاضیات میں اور کوئی دینیات میں مگر ہر ایک کے ساتھ حصول معاش کا خیال رہتا ہے اور جو کچھ حاصل اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول معاش ضرور سمجھتا ہے اپ نے اس پر یہ لفظ چھوڑ دیا
655d98763a1606b8388e1426,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خواہ تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کنندہ تراش سے ایک ج*** کندہ نہ تراش سے لکھا پڑنا لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے ان تعلیم پانے والوں میں لاکھوں عالمی تو ایسے ہوتے ہیں کہ ادنی درجہ تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوسط درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شاہ کی تکمیل پر مائل ہوتے ہیں کوئی شاعر بننا چاہتا ہے کوئی ادیب کوئی فلسفے میں ترقی کرتا ہے اور کوئی ریاضیات میں اور کوئی دینیات میں والا حاضر قیاس مگر ہر ایک کے ساتھ حصول معاش کا خیال لگا رہتا ہے اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول معاش ضرور سمجھتا ہے
655d9e98b312ba4bceea39f1,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خار تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ ناتراج سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے
655d9f0ab312ba4bceea39f5,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خواہ تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے عطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ ناتراج سے لکھا پڑھا بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہونی ہونی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے
655d9f4ab312ba4bceea39f8,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خا تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ نا تراش سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے
655da049b312ba4bceea39fb,تعلیم تعلیم سے ہماری موافق حروف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مخاطب سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خواہ تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے طور پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ ناترات سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم چیز درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ ادنی درجہ تعلیم تک پہنچ کر اور کچھ متواسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوجہ درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شک کی تکمیل پر مائل ہوتے ہیں کوئی شاعر بننا چاہتا ہے کوئی ادیب کوئی فلسفہ میں ترقی کرتا ہے اور کوئی ر یاضیات میں اور کوئی دینیات میں مگر ہر ایک کے ساتھ اصول معاش کا خیال لگا دیتا ہے اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول حصول مارچ ضرور سمجھتا ہے تعلیم بغیر اس کے کہ اس کے حاصل کرنے کے لیے کوئی زبان اختیار کی جائے غیر ممکن ہے جس زمانے میں جس زبان کا عروج ہوتا ہے وہی زبان اس کے لیے اختیار کی جاتی ہے یہ ایک کلیہ قاعدہ ہے کہ جس ملک میں جو زبان حکومت کرتی ہے اسی زبان کا عروج ہوتا ہے خلفائے بنی امیہ اور بنی عباس کے زمانے میں عربی زبان کا مجتہ ہر شخص اسی زبان میں علوم کو سیکھنا چاہتا تھا ہندوؤں کے زمانے میں ہندوستان میں سنسکرت زبان کا عروج تھا اسی کو لوگ اختیار کرتے تھے جب مسلمانوں کی عملداری ہندوستان میں ہوئی تو فارسی کا عروج ہوا اور سب نے فارسی زبان میں تعلیم پانا اختیار کیا اب ہندوستان میں انگریزی حکومت ہے جس کی زبان انگریزی ہے اور اسی زبان کو عروج اس لیے ہر شخص اسی زبان کے اختیار کرنے پر مائل ہے ہاں مسلمانوں نے انگریزی زبان کے حاصل کرنے میں بہت کچھ کوتاہی کی اس کے کچھ ہی سبب ہوں گے ہوں مگر اس کا سب سے بڑا سبب یہ تھا کہ وہ اپنی غلطی سے انگریزی زبان پڑھنے کو مخالف مذہب اسلام سمجھتے تھے مگر جب سے یہ خیال کم ہو گیا یا دنیاوی ضرورت نے انہیں مجبور کیا اسی وقت سے مسلمانوں نے بھی انگریزی زبان میں تعلیم اختیار کرنی شروع کر دی ہے مگر بہت سے مسلمان مذہب کو دنیاوی ضرورت سے زیادہ مقدم سمجھتے ہیں اور اس لیے کہا جا سکتا ہے کہ ان میں یہ خیال کہ انگریزی پڑھنی مذہب اسلام کے برخلاف ہیں کم ہو گیا ہے
655da108b312ba4bceea39fe,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خواہ تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** خندہ نہ تراج سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ ادنی درجے تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوسط درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شاخ کی تکمیل پر مائل ہوتے ہیں کوئی شاعر بننا چاہتا ہے کوئی ادیب کوئی فلسفے میں ترقی کرتا ہے اور کوئی ریاضیات میں اور کوئی دینیات میں مگر ہر ایک کے ساتھ اصول معاش کا خیال لگا رہتا ہے اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول معجز ضرور سمجھ تعلیم بغیر اس کے کہ اس کے حاصل کرنے کے لیے کوئی زبان اختیار کی جائے غیر ممکن ہے جس زمانے میں جس زبان کا عروج ہوتا ہے وہی زبان اس کے لیے اختیار کی جاتی ہے یہ کلیہ قاعدہ ہے کہ جس ملک میں جو زبان حکومت کرتی ہے اسی زبان کا عروج ہوتا ہے خلفائے بنو امیہ اور بنی عباس کے زمانے میں عربی زبان کا عروج تھا ہر شخص اسی زبان میں علوم کو سیکھنا چاہتا تھا ہندوؤں کی زبان میں زمانے میں ہندوستان میں سنسکرت زبان کا عروج تھا اسی کو لوگ اختیار کرتے تھے جب مسلمانوں کی ہمداری ہندوستان میں ہوئی تو فارسی کا عروج ہوا اور سب نے فارسی زبان میں تعلیم پانا اختیار کیا اب ہندوستان میں انگریزی حکومت ہے جس کی زبان انگریزی ہے اور اسی لیے ہر شخص زبان کے اختیار کرنے پر مائل ہے ہم مسلمانوں نے انگریزی زبان کے حاصل کرنے میں بہت کچھ کوتاہی کی اس کے کچھ ہی سبب ہوں مگر اس کا سب سے بڑا سبب یہ تھا کہ وہ اپنی غلطی سے انگریزی زبان پڑھنے کو مخالف مذہبی اسلام سمجھتے تھے مگر جب سے یہ خیال کم ہو گیا یا دنیاوی ضرورت نے انہیں مجبور کیا اسی وقت سے مسلمانوں نے بھی انگریزی زبان میں تعلیم اختیار کرنی شروع کر دی ہے مگر بہت سے مسلمان مذہب کو دنیاوی ضرورت سے مقدم سمجھتے ہیں اور اس لیے کہا جا سکتا ہے کہ ان میں یہ خیال کے انگریزی پڑھنی مذہب اسلام کے برخلاف ہے کم ہو گیا ہے
655da1ceb312ba4bceea3a01,تعلیم سے ہماری مراد موافق عرف عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خا تعلیم پانے والے خود اس پر متوجہ ہوں یا اطفال کے مربیوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمجھ نا تراش سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہوئی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کارامد ہوتی ہے ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ ادنی درجہ تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوسط درجے کی تعلیم سے اگے بڑھتے ہیں اور اپنے مذاق کے موافق علم کی شاخوں میں سے کسی شاخ کی تکمیل پر مائل ہوتے ہیں کوئی شاعر بننا چاہتا ہے کوئی ادیب کوئی فلسفے میں ترقی کرتا ہے اور کوئی ریاضیات میں اور کوئی دینیات میں والا حاصل قیاس ہر ایک کے ساتھ اصول معاش کا خیال لگا رہتا ہے اور جو کچھ وہ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول ضرور سمجھتا ہے تعلیم بغیر اس کے کہ اس کے حاصل کرنے کے لیے کوئی زبان اختیار کی جاوے غیر ممکن ہے جس زمانے میں جس زبان کا عروج ہوتا ہے وہی زبان اس کے لیے اختیار کی جاتی ہے یہ کلیہ قاعدہ ہے کہ جس ملک میں جو زبان حکومت کرتی ہے اسی زبان کا عروج ہوتا ہے خلفائے بنو امیہ اور بنو عباس کے زمانے میں عربی زبان کا عروج تھا ہر شخص اسی زبان میں علوم کو سیکھنا چاہتا تھا ہندوؤں کے زمانے میں ہندوستان میں سنسکرت زبان کا عروج تھا اسی کو لوگ اختیار کرتے تھے جب مسلمانوں کی علم عملداری ہندوستان میں ہوئی تو فارسی کا عروج ہوا اور سب نے فارسی زبان میں تعلیم پانا اختیار کیا اب ہندوستان میں انگریزی حکومت ہے جس کی زبان انگریزی ہے اور اسی زبان کو عروج ہے اس لیے ہر شخص اسی زبان کے اختیار کرنے پر مائل ہے ہم مسلمانوں نے انگریزی زبان کے حصول کرنے میں بہت کچھ کوتاہی کی اس کے کچھ ہی سبب ہوں مگر اس کا سب سے بڑا سبب یہ تھا کہ وہ اپنی غلطی سے انگریزی زبان پڑھنے کو مخالف مذہب اسلام سمجھتے تھے مگر جب سے یہ خیال کم ہو گیا ہے یا دنیاوی ضرورت نے انہیں مجبور کیا اسی وقت سے مسلمانوں نے بھی انگریزی زبان میں تعلیم اختیار کرنی شروع کر دی ہے مگر بہت سے مسلمان مذہب کو دنیاوی ضرورت سے مقدم سمجھتے ہیں اور اس لیے کہا جا سکتا ہے کہ ان میں یہ خیال ہے کہ انگریزی پڑھنی مذہب اسلام کے برخلاف ہے کم ہو گیا ہے
655da29eb312ba4bceea3a04,تعلیم سے ہمارے مراد موافق عام کے لکھنا پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خا تعلیم پانے والے خود اس پر متوجہ ہو یا اطفال کے مربیوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کندہ نہ تراش سے پڑھا لکھا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کرامت ہوتی ہے
655da449245e881a2b41233d,تعلیم سے ہماری مراد موافق اسے عام کے لکھنے پڑھنا سیکھنے سے ہے ہر زمانے میں لاکھوں کروڑوں ادمی مختلف مقاصد سے لکھنا پڑھنا سیکھتے رہے ہیں عام مقصد جس کے سبب سے تعلیم پر توجہ ہوتی ہے خواہ تعلیم پانے والے خود اس پر متوجہ ہو یا اطفال کے مرویوں نے اطفال کی تعلیم پر توجہ کی ہو یہ ہے کہ ان کے ذہن میں یہ بات سمائی ہوئی ہوتی ہے کہ ایک ج*** کنندہ نہ تراش سے لکھا پڑا ادمی زیادہ بہتر ہوتا ہے اور وہ تعلیم جس درجے کی ہو زندگی کے کاروبار میں اس کے لیے نہایت مفید اور کرامت ہوتی ہے ان تعلیم پانے والوں میں لاکھوں ادمی تو ایسے ہوتے ہیں کہ انا درجہ تعلیم تک پہنچ کر اور کچھ متوسط درجے کی تعلیم تک پہنچ کر رہ جاتے ہیں اور چند ایسے ہوتے ہیں کہ متوس ط درجے کی تعلیم سے اگے بڑھ اگے بڑھتے ہیں اور اپنے مقصد کے موافق علم کی شاخوں میں سے کسی شاخ کی تکمیل پر پائل ہوتے ہیں کوئی شاعر بننا چاہتا ہے کوئی ادیب کوئی فلسفے فلسفے میں ترقی کرتا ہے کوئی ریاضیات میں اور کوئی دینیات میں مگر ہر ایک کے ساتھ اصول معاش کا خیال لگا رہتا ہے اور جو کچھ حاصل کرتا ہے یا کرنا چاہتا ہے اس کو ذریعہ حصول معاش ضرور سمجھتا ہے تعلیم بغیر اس کے کہ اس کے حاصل کرنے کے لیے کوئی زبان اختیار کی جاوے غیر ممکن ہے جس زمانے میں جس زبان کا عروج ہوتا ہے وہی زبان اس کے لیے اختیار کی جاتی ہے یہ ایک کلیہ قاعدہ ہے جس ملک میں جو زبان حکومت کرتی ہے اسی زبان کا عروج ہوتا ہے خلفائے بنی امیہ اور بنی بنی عباس کے زمانے میں عربی زبان کا عروج تھا ہر شخص اس زبان میں علوم حاصل کرنا چاہتا تھا ہندوؤں کے زمانے میں ہندوستان میں سنسکرت زبان کا عروج تھا اسی کو لوگ اختیار کرتے تھے جب مسلمانوں کی عملداری ہندوستان میں ہوئی تو فارسی زبان کا عروج ہوا اور سب کے سب نے فارسی زبان میں تعلیم پان اختیار کی اب ہندوستان میں انگریزی حکومت ہے جس کی زبان انگریزی ہے اور اسی زبان کو عروج ہے اس لیے ہر شخص اسی زبان کے اختیار کرنے پر مائل ہے ہم مسلمانوں نے انگریزی زبان کے حاصل کرنے میں بہت کچھ کوتاہی کی اس کے کچھ ہی سبب ہیں مگر اس کا سب سے بڑا سبب یہ تھا کہ وہ اپنی غلطی سے انگریزی زبان پڑھنے کو مخالف مذہب سمجھتے سمجھتے تھے مگر جب سے یہ خیال کم ہو گیا کہ دنیاوی ضرورت نے انہیں مجبور کیا اسی وقت سے مسلمانوں نے بھی انگریزی زبان میں تعلیم اختیار کرنی شروع کر دی مگر بہت سے مسلمان مذہب کو دنیاوی ضرورت سے مقدم سمجھتے ہیں اور اس لیے کہا جاتا ہے کہ ان ان میں یہ خیال کہ انگریزی پڑھنی مذہب اسلام کی برخلاف ہے کم ہو گیا
